seccion,manzana,parcela,partida,calle_nombre,calle_altura,vencimiento_certificado,direccion,lat,lon,epsg
36,120,18,150629.0,CASTRO BARROS AV.,88,2028-08-12,CASTRO BARROS AV. 88,-34.612812,-58.420644,4326
36,54,42,152881.0,TREINTA Y TRES ORIENTALES,866,2028-08-13,TREINTA Y TRES ORIENTALES 866,-34.624283,-58.423264,4326
51,90,008G,344313.0,MENDOZA,4425,2028-08-14,MENDOZA 4425,-34.572735,-58.477154,4326
40,51,008N,160625.0,SAN JOSE DE CALASANZ,488,2028-08-15,SAN JOSE DE CALASANZ 488,-34.624414,-58.437657,4326
37,75,16,408478.0,CONDE,1217,2028-08-15,CONDE 1217,-34.574816,-58.456080,4326
36,98,32,151367.0,REPUBLICA BOLIVARIANA DE VENEZUELA,3801,2028-08-17,REPUBLICA BOLIVARIANA DE VENEZUELA 3801,-34.617546,-58.419908,4326
37,73,8,407978.0,"FREIRE, RAMON, CAP. GRAL.",1052,2028-08-17,"FREIRE, RAMON, CAP. GRAL. 1052",-34.574933,-58.453474,4326
22,36,12,181075.0,ESTADOS UNIDOS,2280,2028-08-17,ESTADOS UNIDOS 2280,-34.619675,-58.398497,4326
36,92,023A,162362.0,SAN JUAN AV.,3881,2028-08-22,SAN JUAN AV. 3881,-34.625900,-58.419872,4326
59,64,038A,234218.0,"ALVAREZ, DONATO, Tte. Gral.",1370,2028-08-22,"ALVAREZ, DONATO, Tte. Gral. 1370",-34.611061,-58.460951,4326
98,001T,3,457394.0,"VILLAFLOR, AZUCENA",489,2028-08-23,"VILLAFLOR, AZUCENA 489",-34.612072,-58.361089,4326
36,87,16,37992.0,"GARAY, JUAN DE AV.",3815,2028-08-24,"GARAY, JUAN DE AV. 3815",-34.631551,-58.418165,4326
51,011A,34,350670.0,JURAMENTO,5754,2028-08-24,JURAMENTO 5754,-34.581920,-58.489226,4326
23,93,23,412869.0,SOLDADO DE LA INDEPENDENCIA,744,2028-08-25,SOLDADO DE LA INDEPENDENCIA 744,-34.567664,-58.434321,4326
22,43,28,180837.0,HUMBERTO 1°,2101,2028-08-27,HUMBERTO 1° 2101,-34.621713,-58.395832,4326
19,103,26,425773.0,"ALVAREZ, JULIAN",1964,2028-08-27,"ALVAREZ, JULIAN 1964",-34.589713,-58.419753,4326
36,117,32,150767.0,COLOMBRES,331,2028-08-27,COLOMBRES 331,-34.616327,-58.418458,4326
51,113,1,344977.0,MONROE,4102,2028-08-28,MONROE 4102,-34.568527,-58.476373,4326
3,52,4,450076.0,SAN MARTIN,825,2028-08-29,SAN MARTIN 825,Sin dato,Sin dato,Sin dato
36,82,23,151954.0,QUITO,3951,2028-09-04,QUITO 3951,-34.616754,-58.422209,4326
40,11,37,159179.0,ZUVIRIA,947,2028-09-06,ZUVIRIA 947,-34.630465,-58.439533,4326
57,98,020A,131032.0,PLANES,1265,2028-09-07,PLANES 1265,-34.613053,-58.451831,4326
52,008A,010A,78515.0,"ACOSTA, MARIANO",3340,2028-09-09,"ACOSTA, MARIANO 3340",-34.663489,-58.444957,4326
36,109,6,151014.0,ESTADOS UNIDOS,3776,2028-09-09,ESTADOS UNIDOS 3776,-34.622690,-58.418673,4326
93,110,001C,292794.0,ALVAREZ JONTE AV.,6115,2028-09-09,ALVAREZ JONTE AV. 6115,-34.630659,-58.518489,4326
37,116,13,410441.0,CRAMER,1667,2028-09-10,CRAMER 1667,-34.569501,-58.456946,4326
27,92,5,337257.0,CONGRESO,1530,2028-09-11,CONGRESO 1530,-34.550842,-58.453541,4326
54,158,6,3451.0,RIVADAVIA AV.,8238,2028-09-11,RIVADAVIA AV. 8238,-34.633350,-58.479467,4326
36,38,8,153364.0,ESTADOS UNIDOS,4142,2028-09-11,ESTADOS UNIDOS 4142,-34.623268,-58.424201,4326
52,57,022A,84563.0,BERON DE ASTRADA,2845,2028-09-13,BERON DE ASTRADA 2845,-34.664546,-58.433986,4326
36,17,25,154258.0,PAVON AV.,4201,2028-09-13,PAVON AV. 4201,-34.631041,-58.423311,4326
19,119,007C,427699.0,"BORGES, JORGE LUIS",2169,2028-09-14,"BORGES, JORGE LUIS 2169",-34.584990,-58.424545,4326
7,32,010D,451791.0,PARANA,861,2028-09-17,PARANA 861,-34.598709,-58.388143,4326
36,120,33,150644.0,COLOMBRES,89,2028-09-18,COLOMBRES 89,-34.612629,-58.419263,4326
21,118,0FRA,431174.0,SAN MARTIN DE TOURS,3192,2028-09-21,SAN MARTIN DE TOURS 3192,-34.575039,-58.402034,4326
93,110,37,292802.0,ALVAREZ JONTE AV.,6173,2028-09-21,ALVAREZ JONTE AV. 6173,-34.631168,-58.518927,4326
27,41,001L,375961.0,O'HIGGINS,3238,2028-09-23,O'HIGGINS 3238,-34.549680,-58.462112,4326
93,111,37,292475.0,ALVAREZ JONTE AV.,6031,2028-09-23,ALVAREZ JONTE AV. 6031,-34.630143,-58.517728,4326
36,34,30,153579.0,TREINTA Y TRES ORIENTALES,1271,2028-09-24,TREINTA Y TRES ORIENTALES 1271,-34.629461,-58.422199,4326
51,12,3,351038.0,MENDOZA,5726,2028-09-24,MENDOZA 5726,-34.580733,-58.489872,4326
19,141,030A,431455.0,"BORGES, JORGE LUIS",2282,2028-09-25,"BORGES, JORGE LUIS 2282",-34.583941,-58.423421,4326
3,25,003A,450807.0,DEL LIBERTADOR AV.,440,2028-10-04,DEL LIBERTADOR AV. 440,-34.589997,-58.379938,4326
43,138B,11,335153.0,CONESA,4851,2028-10-04,CONESA 4851,-34.541719,-58.479111,4326
54,171,032B,91718.0,DOLORES,119,2028-10-07,DOLORES 119,-34.634204,-58.476104,4326
40,56,001M,161944.0,SAN IRENEO,101,2028-10-07,SAN IRENEO 101,-34.620182,-58.438164,4326
40,037A,25,158263.0,BERTRES,493,2028-10-08,BERTRES 493,-34.624603,-58.438398,4326
51,130,2,343345.0,JURAMENTO,3830,2028-10-08,JURAMENTO 3830,-34.570346,-58.470666,4326
40,74,9,157124.0,RIGLOS,136,2028-10-08,RIGLOS 136,-34.620174,-58.437147,4326
13,50,9,191434.0,CORRIENTES AV.,3380,2028-10-08,CORRIENTES AV. 3380,-34.604203,-58.412860,4326
13,22,3,192578.0,CORDOBA AV.,3418,2028-10-08,CORDOBA AV. 3418,-34.597969,-58.415039,4326
51,124,18,343792.0,JURAMENTO,3921,2028-10-08,JURAMENTO 3921,-34.570810,-58.471613,4326
45,53,001I,175814.0,AVELLANEDA,617,2028-10-08,AVELLANEDA 617,-34.614686,-58.439904,4326
74,110,5,14837.0,MURGUIONDO,1541,2028-10-08,MURGUIONDO 1541,-34.653088,-58.505554,4326
21,109,008E,433109.0,CASTEX,3515,2028-10-08,CASTEX 3515,-34.576598,-58.406746,4326
8,26,18,111224.0,ARZOBISPO ESPINOSA,1373,2028-10-08,ARZOBISPO ESPINOSA 1373,-34.633776,-58.371912,4326
37,155,29,410336.0,"LORETO, Virrey",2475,2028-10-09,"LORETO, Virrey 2475",-34.568228,-58.450661,4326
2,41,3,215366.0,MORENO,436,2028-10-09,MORENO 436,Sin dato,Sin dato,Sin dato
40,75,31,157110.0,ROSARIO,523,2028-10-10,ROSARIO 523,Sin dato,Sin dato,Sin dato
15,137,030D,447824.0,SANTA FE AV.,2501,2028-10-10,SANTA FE AV. 2501,-34.594301,-58.402556,4326
14,32,26,212919.0,HUMBERTO 1°,1425,2028-10-11,HUMBERTO 1° 1425,-34.621142,-58.386235,4326
52,76,019C,55274.0,CORRALES,2794,2028-10-11,CORRALES 2794,-34.660152,-58.437330,4326
11,39,10,442533.0,AZCUENAGA,1877,2028-10-12,AZCUENAGA 1877,-34.588148,-58.395478,4326
23,82,9,412584.0,ORTEGA Y GASSET,1852,2028-10-12,ORTEGA Y GASSET 1852,-34.570534,-58.432772,4326
9,13,007A,207233.0,SARMIENTO,2672,2028-10-12,SARMIENTO 2672,Sin dato,Sin dato,Sin dato
21,105,18,431191.0,CASTEX,3440,2028-10-13,CASTEX 3440,-34.577626,-58.406432,4326
15,89,030A,447950.0,AGUERO,1948,2028-10-13,AGUERO 1948,-34.589079,-58.403751,4326
45,015A,000F,178887.0,YERBAL,899,2028-10-13,YERBAL 899,-34.619764,-58.443153,4326
55,185,2,373852.0,CORREA,4320,2028-10-13,CORREA 4320,-34.552202,-58.490984,4326
19,105,24,426478.0,SOLER,4433,2028-10-14,SOLER 4433,-34.588776,-58.422516,4326
37,22,10,407045.0,"GARCIA, TEODORO",3420,2028-10-14,"GARCIA, TEODORO 3420",-34.579556,-58.451644,4326
15,82,38,443539.0,AGUERO,1268,2028-10-14,AGUERO 1268,-34.594957,-58.409352,4326
48,99,25,143197.0,PEDERNERA,91,2028-10-14,PEDERNERA 91,-34.630370,-58.463694,4326
31,18,38,422223.0,"RAMIREZ DE VELASCO, JUAN",774,2028-10-14,"RAMIREZ DE VELASCO, JUAN 774",-34.596003,-58.439004,4326
12,32,6,217506.0,CHILE,1342,2028-10-14,CHILE 1342,-34.616706,-58.385042,4326
40,102,22,156183.0,VIEL,269,2028-10-14,VIEL 269,-34.619692,-58.433168,4326
41,25,006B,371268.0,MELIAN AV.,2837,2028-10-14,MELIAN AV. 2837,-34.562282,-58.474239,4326
9,5,008B,207880.0,PUEYRREDON AV.,455,2028-10-14,PUEYRREDON AV. 455,Sin dato,Sin dato,Sin dato
40,133B,9,155198.0,DOBLAS,146,2028-10-14,DOBLAS 146,-34.618165,-58.431359,4326
42,087B,1,137995.0,"MITRE, EMILIO",355,2028-10-15,"MITRE, EMILIO 355",-34.626076,-58.443339,4326
11,18,27,441025.0,BERUTI,2349,2028-10-15,BERUTI 2349,-34.593106,-58.399745,4326
42,40,30,139637.0,MALVINAS ARGENTINAS,283,2028-10-16,MALVINAS ARGENTINAS 283,-34.627800,-58.450628,4326
69,22,040A,253953.0,ALVAREZ JONTE AV.,2883,2028-10-16,ALVAREZ JONTE AV. 2883,-34.608750,-58.483181,4326
10,76,013D,124866.0,OLAVARRIA,1073,2028-10-16,OLAVARRIA 1073,-34.638857,-58.367452,4326
13,50,24,191419.0,"GOMEZ, VALENTIN",3341,2028-10-16,"GOMEZ, VALENTIN 3341",-34.605057,-58.412521,4326
19,100,11,424660.0,DEL SIGNO,4006,2028-10-16,DEL SIGNO 4006,-34.590623,-58.417503,4326
23,086A,018A,416608.0,"CAMPOS, LUIS M. AV.",831,2028-10-16,"CAMPOS, LUIS M. AV. 831",-34.568957,-58.436797,4326
39,58,26,326533.0,OLAZABAL,3033,2028-10-16,OLAZABAL 3033,-34.563729,-58.464434,4326
31,65,026A,433308.0,CASTILLO,549,2028-10-16,CASTILLO 549,Sin dato,Sin dato,Sin dato
36,116,17,150788.0,REPUBLICA BOLIVARIANA DE VENEZUELA,3755,2028-10-17,REPUBLICA BOLIVARIANA DE VENEZUELA 3755,-34.617474,-58.419000,4326
15,20,6,444351.0,PARAGUAY,3358,2028-10-17,PARAGUAY 3358,-34.593405,-58.413193,4326
25,26,4,335983.0,OLAZABAL,2054,2028-10-17,OLAZABAL 2054,-34.558304,-58.455098,4326
23,115,012A,413520.0,DEL LIBERTADOR AV.,5318,2028-10-17,DEL LIBERTADOR AV. 5318,-34.562465,-58.441962,4326
1,20,017A,223679.0,SARMIENTO,663,2028-10-17,SARMIENTO 663,Sin dato,Sin dato,Sin dato
37,148,014A,415877.0,"HERNANDEZ, JOSE",2517,2028-10-17,"HERNANDEZ, JOSE 2517",-34.566317,-58.454736,4326
23,46,10,415024.0,ARRIBEÑOS,1451,2028-10-17,ARRIBEÑOS 1451,-34.564140,-58.445114,4326
21,95,001F,430993.0,SINCLAIR,3237,2028-10-17,SINCLAIR 3237,-34.572715,-58.422157,4326
2,54,003F,215150.0,INDEPENDENCIA AV.,201,2028-10-17,INDEPENDENCIA AV. 201,-34.617107,-58.369611,4326
21,83,34,430616.0,"KENNEDY, JOHN FITZGERALD",2880,2028-10-17,"KENNEDY, JOHN FITZGERALD 2880",-34.575715,-58.419652,4326
36,116,16,150787.0,REPUBLICA BOLIVARIANA DE VENEZUELA,3763,2028-10-17,REPUBLICA BOLIVARIANA DE VENEZUELA 3763,-34.617478,-58.419048,4326
37,59,12,408914.0,"AVILES, VIRREY",3220,2028-10-17,"AVILES, VIRREY 3220",-34.573892,-58.458955,4326
31,3,17,421450.0,CORRIENTES AV.,5225,2028-10-18,CORRIENTES AV. 5225,-34.599558,-58.439003,4326
45,55,012B,179082.0,"PUEYRREDON, HONORIO, DR. AV.",659,2028-10-19,"PUEYRREDON, HONORIO, DR. AV. 659",-34.612308,-58.441661,4326
65,113,9,134286.0,AVELLANEDA AV.,2111,2028-10-19,AVELLANEDA AV. 2111,-34.622999,-58.461436,4326
7,33,029C,451844.0,URUGUAY,932,2028-10-19,URUGUAY 932,-34.597906,-58.387048,4326
3,40,006Q,453421.0,DEL LIBERTADOR AV.,260,2028-10-20,DEL LIBERTADOR AV. 260,-34.591643,-58.377383,4326
11,82,012C,447033.0,AYACUCHO,1743,2028-10-20,AYACUCHO 1743,-34.589761,-58.391525,4326
15,113,15,442910.0,LAPRIDA,951,2028-10-21,LAPRIDA 951,-34.597562,-58.409097,4326
83,81,004E,310751.0,BAHIA BLANCA,3760,2028-10-21,BAHIA BLANCA 3760,-34.601403,-58.509133,4326
15,84,7,443606.0,GUEMES,2964,2028-10-21,GUEMES 2964,-34.592068,-58.408644,4326
17,27,001E,177845.0,DIAZ VELEZ AV.,4318,2028-10-21,DIAZ VELEZ AV. 4318,-34.608795,-58.428063,4326
48,53,022A,149672.0,"FALCON, RAMON L.,CNEL.",2875,2028-10-21,"FALCON, RAMON L.,CNEL. 2875",-34.632008,-58.468707,4326
48,99,013E,148942.0,VARELA,18,2028-10-21,VARELA 18,-34.629965,-58.465334,4326
15,101,13,443199.0,AGUERO,1169,2028-10-21,AGUERO 1169,-34.596102,-58.409777,4326
23,66,007J,416207.0,11 DE SEPTIEMBRE DE 1888,1739,2028-10-21,11 DE SEPTIEMBRE DE 1888 1739,-34.562214,-58.448130,4326
15,89,027A,445591.0,AGUERO,1928,2028-10-21,AGUERO 1928,-34.589266,-58.404007,4326
21,115A,001A,431527.0,"SALGUERO, JERONIMO",3106,2028-10-22,"SALGUERO, JERONIMO 3106",-34.576290,-58.404712,4326
25,30,002A,335522.0,ECHEVERRIA,1962,2028-10-22,ECHEVERRIA 1962,-34.560581,-58.451740,4326
21,49,020A,430235.0,REPUBLICA ARABE SIRIA,3018,2028-10-22,REPUBLICA ARABE SIRIA 3018,-34.580539,-58.413495,4326
35,109,011A,416414.0,MAURE,2440,2028-10-23,MAURE 2440,-34.571890,-58.442288,4326
9,21,11,207075.0,PASO,589,2028-10-23,PASO 589,-34.602189,-58.403557,4326
8,18,019A,119749.0,AZARA,245,2028-10-23,AZARA 245,-34.634463,-58.372253,4326
67,87,031A,306834.0,TRES ARROYOS,2409,2028-10-23,TRES ARROYOS 2409,-34.614219,-58.470628,4326
93,60,20,293746.0,BARRAGAN,451,2028-10-23,BARRAGAN 451,-34.634758,-58.522697,4326
93,52,1,293931.0,BARRAGAN,704,2028-10-23,BARRAGAN 704,-34.631288,-58.523962,4326
6,43,2,120200.0,ARZOBISPO ESPINOSA,322,2028-10-24,ARZOBISPO ESPINOSA 322,-34.629277,-58.363389,4326
21,094B,001C,430795.0,DEL LIBERTADOR AV.,3672,2028-10-24,DEL LIBERTADOR AV. 3672,-34.572733,-58.420306,4326
49,180,27,304727.0,OLLEROS,4165,2028-10-24,OLLEROS 4165,-34.586898,-58.453639,4326
8,41,21,110911.0,USPALLATA,525,2028-10-24,USPALLATA 525,-34.629698,-58.372310,4326
25,59,010G,373985.0,ARRIBEÑOS,2475,2028-10-24,ARRIBEÑOS 2475,-34.554535,-58.453054,4326
15,045A,16,443819.0,BILLINGHURST,1591,2028-10-24,BILLINGHURST 1591,-34.592412,-58.411703,4326
65,64,1,135654.0,AVELLANEDA AV.,2520,2028-10-24,AVELLANEDA AV. 2520,-34.624800,-58.466267,4326
5,20,002B,223766.0,"PERON, JUAN DOMINGO, TTE. GENERAL",1522,2028-10-25,"PERON, JUAN DOMINGO, TTE. GENERAL 1522",-34.606586,-58.388169,4326
11,45,20,440559.0,SANTA FE AV.,2177,2028-10-25,SANTA FE AV. 2177,-34.595368,-58.398156,4326
91,40,3,309119.0,IRIGOYEN,750,2028-10-25,IRIGOYEN 750,Sin dato,Sin dato,Sin dato
89,52,2,282057.0,"MORAN, PEDRO",4916,2028-10-25,"MORAN, PEDRO 4916",-34.608809,-58.522045,4326
39,60,1,325120.0,"SUCRE, ANTONIO JOSE de, Mcal.",2920,2028-10-25,"SUCRE, ANTONIO JOSE de, Mcal. 2920",-34.566859,-58.459936,4326
93,107,26,292916.0,ARREGUI AV.,6147,2028-10-27,ARREGUI AV. 6147,-34.627756,-58.521185,4326
11,1,15,441074.0,PUEYRREDON AV.,1061,2028-10-27,PUEYRREDON AV. 1061,Sin dato,Sin dato,Sin dato
93,55,34,294037.0,ARREGUI,6585,2028-10-28,ARREGUI 6585,-34.628702,-58.525535,4326
57,26,37,132800.0,"ALVAREZ, DONATO, Tte. Gral.",520,2028-10-28,"ALVAREZ, DONATO, Tte. Gral. 520",-34.619748,-58.456814,4326
23,11,7,411051.0,MAURE,2240,2028-10-28,MAURE 2240,-34.570404,-58.440374,4326
15,124,7,441602.0,"ANCHORENA, TOMAS MANUEL DE, DR.",1171,2028-10-28,"ANCHORENA, TOMAS MANUEL DE, DR. 1171",-34.595850,-58.406869,4326
40,116,40,155769.0,DOBLAS,319,2028-10-28,DOBLAS 319,-34.620200,-58.431299,4326
7,37,14,451961.0,JUNCAL,1421,2028-10-28,JUNCAL 1421,-34.592789,-58.387879,4326
45,17,001B,178970.0,AVELLANEDA,916,2028-10-28,AVELLANEDA 916,-34.616523,-58.443514,4326
15,045A,17,443818.0,BILLINGHURST,1575,2028-10-28,BILLINGHURST 1575,-34.592476,-58.411753,4326
17,92,3,170593.0,CORRIENTES AV.,3916,2028-10-29,CORRIENTES AV. 3916,-34.603370,-58.419843,4326
21,3,7,429338.0,ARENALES,3670,2028-10-29,ARENALES 3670,-34.585368,-58.413807,4326
36,7,31,154479.0,MUÑIZ,921,2028-10-29,MUÑIZ 921,-34.625387,-58.425961,4326
15,70,30,445831.0,AUSTRIA,2178,2028-10-29,AUSTRIA 2178,-34.587444,-58.403336,4326
7,53,8,451750.0,MONTEVIDEO,1853,2028-10-29,MONTEVIDEO 1853,-34.589355,-58.385453,4326
19,103,27,425772.0,"ALVAREZ, JULIAN",1968,2028-10-29,"ALVAREZ, JULIAN 1968",-34.589667,-58.419675,4326
13,82,30,190611.0,LAVALLE,2969,2028-10-29,LAVALLE 2969,-34.602936,-58.408067,4326
39,50,029A,374890.0,MENDOZA,3185,2028-10-29,MENDOZA 3185,Sin dato,Sin dato,Sin dato
42,21,48,149542.0,RIVADAVIA AV.,6300,2028-10-29,RIVADAVIA AV. 6300,-34.626178,-58.455217,4326
9,53,004A,205882.0,CORRIENTES AV.,2132,2028-10-29,CORRIENTES AV. 2132,-34.604630,-58.397264,4326
41,119,6,327216.0,ROOSEVELT FRANKLIN D.,2770,2028-10-29,ROOSEVELT FRANKLIN D. 2770,-34.559586,-58.463929,4326
48,62,10,144252.0,CULPINA,331,2028-10-30,CULPINA 331,-34.633958,-58.465188,4326
36,29,37,153704.0,"MARMOL, JOSE",243,2028-10-30,"MARMOL, JOSE 243",-34.616473,-58.425941,4326
15,44,008A,447979.0,BILLINGHURST,1451,2028-10-30,BILLINGHURST 1451,-34.593363,-58.412424,4326
8,5,029A,119437.0,USPALLATA,813,2028-10-30,USPALLATA 813,-34.632101,-58.374631,4326
15,150,1,445285.0,"AGOTE, LUIS Dr.",2398,2028-10-30,"AGOTE, LUIS Dr. 2398",-34.585993,-58.395459,4326
19,168,35,426660.0,"SCALABRINI ORTIZ, RAUL AV.",2418,2028-10-31,"SCALABRINI ORTIZ, RAUL AV. 2418",-34.585861,-58.417273,4326
57,119,4,130376.0,FRANKLIN,1020,2028-10-31,FRANKLIN 1020,-34.610579,-58.448462,4326
37,079B,7,409424.0,DE LOS INCAS AV.,3222,2028-10-31,DE LOS INCAS AV. 3222,-34.571878,-58.459824,4326
7,10,010G,453361.0,"QUINTANA, MANUEL, PRES.",373,2028-10-31,"QUINTANA, MANUEL, PRES. 373",-34.589370,-58.388627,4326
15,133,19,441328.0,ECUADOR,1135,2028-11-01,ECUADOR 1135,-34.596834,-58.404978,4326
23,74,34,412561.0,"CHENAUT, INDALESIO, GRAL. AV.",1921,2028-11-01,"CHENAUT, INDALESIO, GRAL. AV. 1921",-34.571663,-58.432602,4326
21,113,0,431105.0,"FIGUEROA ALCORTA, PRES. AV.",3301,2028-11-01,"FIGUEROA ALCORTA, PRES. AV. 3301",-34.577728,-58.403115,4326
43,112,001A,374917.0,CONESA,3698,2028-11-01,CONESA 3698,-34.551066,-58.474297,4326
45,115,027G,178912.0,CAMPICHUELO,227,2028-11-01,CAMPICHUELO 227,-34.614572,-58.433816,4326
45,81,019A,179063.0,ACOYTE AV.,205,2028-11-03,ACOYTE AV. 205,-34.615719,-58.437529,4326
21,47,19,430329.0,REPUBLICA DE LA INDIA,2745,2028-11-03,REPUBLICA DE LA INDIA 2745,-34.580879,-58.416429,4326
43,39,001D,371603.0,"PEREZ, ROQUE",4680,2028-11-04,"PEREZ, ROQUE 4680",-34.546274,-58.485293,4326
17,17,17,173655.0,HUMAHUACA,4665,2028-11-04,HUMAHUACA 4665,-34.600893,-58.430641,4326
53,85,25,348004.0,IBERA,4325,2028-11-04,IBERA 4325,-34.563377,-58.483154,4326
23,58,009A,415555.0,"PINO, Virrey del",1941,2028-11-04,"PINO, Virrey del 1941",-34.563606,-58.447416,4326
69,13,3,306874.0,BAIGORRIA,3032,2028-11-04,BAIGORRIA 3032,-34.603437,-58.490381,4326
14,55,34,212141.0,LIMA,1149,2028-11-05,LIMA 1149,-34.621516,-58.381513,4326
7,53,003D,452896.0,POSADAS,1284,2028-11-05,POSADAS 1284,-34.588979,-58.384738,4326
43,150,002A,376593.0,VIDAL,4630,2028-11-05,VIDAL 4630,-34.542138,-58.476671,4326
37,154,27,410259.0,ZABALA,2467,2028-11-06,ZABALA 2467,-34.568705,-58.449750,4326
15,149,7,445270.0,"GELLY Y OBES, GRAL. AV.",2233,2028-11-06,"GELLY Y OBES, GRAL. AV. 2233",-34.586444,-58.396906,4326
23,10,1,411036.0,MAURE,2302,2028-11-06,MAURE 2302,-34.570773,-58.440918,4326
37,106,008A,415458.0,ZAPIOLA,1773,2028-11-06,ZAPIOLA 1773,-34.569201,-58.460555,4326
19,151,15,426586.0,CHARCAS,3965,2028-11-07,CHARCAS 3965,-34.586368,-58.419448,4326
45,23,1,177264.0,ROJAS,696,2028-11-07,ROJAS 696,-34.613010,-58.444745,4326
48,4,11,146522.0,"MARTI, JOSE",829,2028-11-07,"MARTI, JOSE 829",-34.641157,-58.467924,4326
19,125,23,424224.0,BULNES,1740,2028-11-07,BULNES 1740,-34.591378,-58.414849,4326
95,20,008B,93827.0,BYNNON,6784,2028-11-07,BYNNON 6784,Sin dato,Sin dato,Sin dato
57,83,21,131097.0,RIVADAVIA AV.,5885,2028-11-08,RIVADAVIA AV. 5885,-34.623098,-58.447859,4326
23,63,13,412208.0,"HERNANDEZ, JOSE",2097,2028-11-08,"HERNANDEZ, JOSE 2097",-34.564010,-58.450478,4326
23,113,1,413397.0,MIGUELETES,1208,2028-11-08,MIGUELETES 1208,-34.563627,-58.438978,4326
1,12,12,220876.0,ESMERALDA,317,2028-11-09,ESMERALDA 317,-34.604481,-58.377991,4326
11,36,32,442445.0,"URIBURU JOSE E., Pres.",1478,2028-11-09,"URIBURU JOSE E., Pres. 1478",-34.591459,-58.396937,4326
23,53,001C,414948.0,ARRIBEÑOS,1552,2028-11-09,ARRIBEÑOS 1552,-34.563382,-58.445903,4326
11,4,36,441192.0,LARREA,1042,2028-11-10,LARREA 1042,-34.595691,-58.401458,4326
31,35,23,420022.0,ESTADO DE ISRAEL AV.,4729,2028-11-11,ESTADO DE ISRAEL AV. 4729,-34.600928,-58.431332,4326
21,39,15,429695.0,LAS HERAS GENERAL AV.,3283,2028-11-11,LAS HERAS GENERAL AV. 3283,-34.583135,-58.406870,4326
61,99,20,245461.0,DE LOS INCAS AV.,4857,2028-11-12,DE LOS INCAS AV. 4857,-34.584360,-58.478518,4326
51,42,011A,351503.0,OLAZABAL AV.,5125,2028-11-12,OLAZABAL AV. 5125,-34.576634,-58.486275,4326
47,158,006A,310915.0,"JUSTO, JUAN B. AV.",2750,2028-11-12,"JUSTO, JUAN B. AV. 2750",-34.596047,-58.445966,4326
15,18,001A,448004.0,SOLER,3502,2028-11-12,SOLER 3502,-34.594699,-58.413660,4326
19,148,38,424986.0,GUEMES,3756,2028-11-12,GUEMES 3756,-34.587716,-58.415230,4326
43,012D,19,377769.0,MELIAN AV.,4850,2028-11-12,MELIAN AV. 4850,-34.545505,-58.487186,4326
35,120,12,404616.0,PARAGUAY,5529,2028-11-12,PARAGUAY 5529,-34.576765,-58.434278,4326
35,92,6,405226.0,ZAPATA,140,2028-11-12,ZAPATA 140,-34.575024,-58.438864,4326
41,33,011F,330846.0,NUÑEZ,3649,2028-11-12,NUÑEZ 3649,-34.556185,-58.478424,4326
23,124,13,413406.0,MIGUELETES,1217,2028-11-13,MIGUELETES 1217,-34.563466,-58.439043,4326
15,045A,021a,448029.0,"MANSILLA, LUCIO NORBERTO, GENERAL",3267,2028-11-13,"MANSILLA, LUCIO NORBERTO, GENERAL 3267",-34.592953,-58.411925,4326
6,120,000G,124966.0,"BLANES, JUAN MANUEL",459,2028-11-14,"BLANES, JUAN MANUEL 459",-34.631637,-58.363034,4326
51,92,013A,375150.0,BLANCO ENCALADA,4339,2028-11-14,BLANCO ENCALADA 4339,-34.570973,-58.478812,4326
8,4,001H,119344.0,"MONTES DE OCA, MANUEL",430,2028-11-14,"MONTES DE OCA, MANUEL 430",-34.633556,-58.375693,4326
7,5,2,452590.0,JUNCAL,1760,2028-11-14,JUNCAL 1760,-34.593958,-58.392411,4326
11,25,28,442687.0,AZCUENAGA,1932,2028-11-14,AZCUENAGA 1932,-34.587206,-58.394820,4326
11,56,39,447605.0,AYACUCHO,1290,2028-11-14,AYACUCHO 1290,-34.593580,-58.395776,4326
1,34,001A,224038.0,RECONQUISTA,180,2028-11-15,RECONQUISTA 180,-34.605839,-58.372346,4326
43,012D,15,377765.0,MELIAN AV.,4660,2028-11-15,MELIAN AV. 4660,-34.546639,-58.486329,4326
15,013B,5,446533.0,BULNES,1969,2028-11-15,BULNES 1969,-34.588582,-58.411968,4326
9,6,001A,207411.0,LAVALLE,2602,2028-11-15,LAVALLE 2602,-34.603451,-58.403759,4326
13,58,031C,196155.0,"ANCHORENA, TOMAS MANUEL DE, DR.",364,2028-11-18,"ANCHORENA, TOMAS MANUEL DE, DR. 364",-34.605826,-58.411118,4326
42,38,15,139724.0,DIRECTORIO AV.,1641,2028-11-18,DIRECTORIO AV. 1641,-34.630366,-58.450289,4326
15,11,33,444960.0,GUISE,1926,2028-11-19,GUISE 1926,-34.590734,-58.412890,4326
19,115,010K,433102.0,ARAOZ,2050,2028-11-19,ARAOZ 2050,-34.588736,-58.420000,4326
7,52,020B,451482.0,LIBERTAD,1376,2028-11-19,LIBERTAD 1376,Sin dato,Sin dato,Sin dato
30,46,016A,186010.0,"URQUIZA, Gral.",1377,2028-11-19,"URQUIZA, Gral. 1377",-34.627032,-58.408677,4326
37,131,3,410114.0,ZABALA,2630,2028-11-20,ZABALA 2630,Sin dato,Sin dato,Sin dato
