seccion,manzana,parcela,partida,calle_nombre,calle_altura,vencimiento_certificado,direccion,lat,lon,epsg
48,152,008A,140727.0,DIRECTORIO AV.,1969,2020-01-24,DIRECTORIO AV. 1969,-34.631701,-58.455294,4326
13,46,8,191104.0,"MITRE, BARTOLOME",3264,2020-01-24,"MITRE, BARTOLOME 3264",-34.609306,-58.412615,4326
49,52,43,241384.0,ALVAREZ THOMAS AV.,2332,2020-01-24,ALVAREZ THOMAS AV. 2332,-34.577570,-58.474254,4326
30,39,21,184203.0,24 DE NOVIEMBRE,1057,2020-01-24,24 DE NOVIEMBRE 1057,-34.623293,-58.410580,4326
2,15,014E,219069.0,CHACABUCO,253,2020-01-24,CHACABUCO 253,-34.611227,-58.376262,4326
35,5,15,403904.0,"RAVIGNANI, EMILIO, Dr.",1577,2020-01-24,"RAVIGNANI, EMILIO, Dr. 1577",-34.582869,-58.440593,4326
57,92,15,147694.0,AVELLANEDA AV.,1235,2020-01-24,AVELLANEDA AV. 1235,-34.618122,-58.448746,4326
22,40,24,180941.0,CONSTITUCION,2181,2020-01-24,CONSTITUCION 2181,-34.625514,-58.395410,4326
9,82,40,205222.0,CALLAO AV.,782,2020-01-24,CALLAO AV. 782,-34.599961,-58.392993,4326
39,33,004L,374144.0,MENDOZA,3358,2020-01-24,MENDOZA 3358,Sin dato,Sin dato,Sin dato
7,12,33,452805.0,RODRIGUEZ PEÑA,2082,2020-01-24,RODRIGUEZ PEÑA 2082,-34.587380,-58.385434,4326
17,83,41,171173.0,MEDRANO AV.,854,2020-01-24,MEDRANO AV. 854,-34.600036,-58.420595,4326
25,29,18,335390.0,3 DE FEBRERO,1856,2020-01-24,3 DE FEBRERO 1856,-34.561660,-58.450093,4326
30,2,009D,185520.0,BOEDO AV.,1422,2020-01-24,BOEDO AV. 1422,-34.630483,-58.415815,4326
48,32,30,145404.0,REMEDIOS,2931,2020-01-24,REMEDIOS 2931,Sin dato,Sin dato,Sin dato
1,9,19,220801.0,RIVADAVIA AV.,743,2020-01-24,RIVADAVIA AV. 743,-34.608135,-58.377031,4326
22,68,23,180066.0,COMBATE DE LOS POZOS,994,2020-01-25,COMBATE DE LOS POZOS 994,-34.620201,-58.393130,4326
11,5,12,441209.0,PUEYRREDON AV.,1445,2020-01-25,PUEYRREDON AV. 1445,Sin dato,Sin dato,Sin dato
22,44,2,180772.0,ESTADOS UNIDOS,2112,2020-01-25,ESTADOS UNIDOS 2112,-34.619605,-58.396205,4326
23,111,8,413225.0,OLLEROS AV.,1712,2020-01-25,OLLEROS AV. 1712,-34.564666,-58.437541,4326
59,72,021A,309190.0,SAN BLAS,1613,2020-01-25,SAN BLAS 1613,-34.603442,-58.465098,4326
40,130,37,155336.0,SENILLOSA,491,2020-01-25,SENILLOSA 491,-34.622076,-58.429296,4326
37,133,19,410280.0,"LORETO, Virrey",2619,2020-01-25,"LORETO, Virrey 2619",-34.569589,-58.451725,4326
11,70,35,440116.0,RIOBAMBA,904,2020-01-25,RIOBAMBA 904,-34.598556,-58.394627,4326
19,172,006F,428142.0,"BORGES, JORGE LUIS",2434,2020-01-25,"BORGES, JORGE LUIS 2434",-34.582458,-58.421581,4326
37,062A,66,409114.0,ELCANO AV.,3335,2020-01-25,ELCANO AV. 3335,-34.574640,-58.460007,4326
2,39,002D,218519.0,REPUBLICA BOLIVARIANA DE VENEZUELA,436,2020-01-25,REPUBLICA BOLIVARIANA DE VENEZUELA 436,-34.613684,-58.372377,4326
12,58,13,216745.0,LIMA,31,2020-01-25,LIMA 31,-34.608769,-58.382012,4326
3,4,008A,453054.0,ARENALES,1178,2020-01-25,ARENALES 1178,-34.594442,-58.384075,4326
31,30,9,422247.0,"RAMIREZ DE VELASCO, JUAN",779,2020-01-25,"RAMIREZ DE VELASCO, JUAN 779",-34.595904,-58.438943,4326
15,89,33,445585.0,AGUERO,1960,2020-01-25,AGUERO 1960,-34.588953,-58.403580,4326
35,110B,28,406211.0,GOROSTIAGA,2485,2020-01-25,GOROSTIAGA 2485,-34.571808,-58.443209,4326
22,19,4,181763.0,"CALVO, CARLOS",2434,2020-01-25,"CALVO, CARLOS 2434",-34.620978,-58.400254,4326
65,37,33,136735.0,TERRADA,736,2020-01-25,TERRADA 736,-34.623462,-58.471399,4326
23,122,8,413249.0,DEL LIBERTADOR AV.,4994,2020-01-25,DEL LIBERTADOR AV. 4994,-34.563851,-58.436542,4326
48,91,36,143481.0,PEDERNERA,813,2020-01-25,PEDERNERA 813,-34.638177,-58.458669,4326
87,081A,016A,299698.0,"LOZANO, PEDRO",4797,2020-01-25,"LOZANO, PEDRO 4797",-34.612417,-58.513533,4326
30,21,18,184813.0,"GARAY, JUAN DE AV.",3317,2020-01-25,"GARAY, JUAN DE AV. 3317",-34.630340,-58.412107,4326
7,40,25,451586.0,TALCAHUANO,1052,2020-01-25,TALCAHUANO 1052,-34.596414,-58.385759,4326
40,147A,18,154704.0,SENILLOSA,87,2020-01-25,SENILLOSA 87,-34.616958,-58.429753,4326
5,73,17,221397.0,"PELLEGRINI, CARLOS",645,2020-01-25,"PELLEGRINI, CARLOS 645",-34.600882,-58.381092,4326
47,132,027B,307667.0,PADILLA,408,2020-01-25,PADILLA 408,-34.601950,-58.440656,4326
15,115,17,442974.0,LAPRIDA,1139,2020-01-25,LAPRIDA 1139,-34.595738,-58.408179,4326
15,53,7,446196.0,"PACHECO DE MELO, JOSE ANDRES",2950,2020-01-25,"PACHECO DE MELO, JOSE ANDRES 2950",-34.585079,-58.404330,4326
75,13,1,363707.0,FRANCO,3006,2020-01-26,FRANCO 3006,-34.582405,-58.507949,4326
23,54,012K,415430.0,"CAMPOS, LUIS M. AV.",1562,2020-01-26,"CAMPOS, LUIS M. AV. 1562",-34.562367,-58.444339,4326
37,079A,26,409412.0,ELCANO AV.,3169,2020-01-26,ELCANO AV. 3169,-34.572787,-58.459352,4326
36,127,25,150421.0,"CALVO, CARLOS",3677,2020-01-26,"CALVO, CARLOS 3677",-34.624430,-58.417431,4326
14,32,7,212901.0,"CALVO, CARLOS",1456,2020-01-26,"CALVO, CARLOS 1456",-34.619951,-58.386585,4326
1,16,025A,223772.0,MAIPU,730,2020-01-26,MAIPU 730,-34.599592,-58.376858,4326
29,100,8,340316.0,11 DE SEPTIEMBRE DE 1888,4279,2020-01-26,11 DE SEPTIEMBRE DE 1888 4279,-34.540556,-58.465057,4326
12,5,11,218352.0,MORENO,1780,2020-01-26,MORENO 1780,Sin dato,Sin dato,Sin dato
89,42,021D,303705.0,VALLEJOS,4435,2020-01-26,VALLEJOS 4435,-34.599658,-58.520045,4326
48,63,012B,147438.0,LAFUENTE,210,2020-01-26,LAFUENTE 210,-34.633119,-58.467042,4326
3,33,002J,453550.0,DEL LIBERTADOR AV.,336,2020-01-26,DEL LIBERTADOR AV. 336,-34.590938,-58.378418,4326
25,051B,0,336049.0,11 DE SEPTIEMBRE DE 1888,2231,2020-01-26,11 DE SEPTIEMBRE DE 1888 2231,-34.557388,-58.452303,4326
12,2,17,218464.0,ENTRE RIOS AV.,676,2020-01-26,ENTRE RIOS AV. 676,-34.616467,-58.391574,4326
31,9,17,423182.0,THAMES,558,2020-01-26,THAMES 558,-34.594881,-58.442545,4326
20,65,11,200300.0,"YRIGOYEN, HIPOLITO",1970,2020-01-26,"YRIGOYEN, HIPOLITO 1970",-34.610527,-58.394401,4326
15,125,027C,447452.0,PARAGUAY,2661,2020-01-26,PARAGUAY 2661,-34.597023,-58.406161,4326
9,82,26,205195.0,VIAMONTE,1861,2020-01-26,VIAMONTE 1861,-34.600814,-58.393721,4326
89,097A,017E,307042.0,"BEIRO, FRANCISCO AV.",4489,2020-01-26,"BEIRO, FRANCISCO AV. 4489",-34.607184,-58.514077,4326
9,48,22,206269.0,TUCUMAN,2285,2020-01-26,TUCUMAN 2285,-34.602181,-58.399472,4326
54,191,21,22185.0,DIRECTORIO AV.,3309,2020-01-26,DIRECTORIO AV. 3309,-34.636964,-58.472667,4326
17,82,001B,171121.0,GUARDIA VIEJA,4048,2020-01-26,GUARDIA VIEJA 4048,-34.600668,-58.421303,4326
41,123,28,328843.0,MOLDES,2902,2020-01-26,MOLDES 2902,-34.556738,-58.465461,4326
37,156,034A,416740.0,"ARREDONDO, Virrey",2425,2020-01-26,"ARREDONDO, Virrey 2425",-34.567243,-58.451103,4326
31,87,4,420714.0,"ALVAREZ, JULIAN",1075,2020-01-26,"ALVAREZ, JULIAN 1075",-34.595853,-58.428522,4326
33,14,14,401092.0,"LEMOS, JUAN GREGORIO, Gral.",91,2020-01-26,"LEMOS, JUAN GREGORIO, Gral. 91",-34.589381,-58.447148,4326
48,90,29,143510.0,"RECUERO, CASIMIRO, Tte. Cnel.",2501,2020-01-26,"RECUERO, CASIMIRO, Tte. Cnel. 2501",-34.639720,-58.456916,4326
39,42,008D,325937.0,JURAMENTO,3255,2020-01-26,JURAMENTO 3255,-34.566662,-58.464595,4326
60,28,1,11235.0,RIVADAVIA AV.,10702,2020-01-26,RIVADAVIA AV. 10702,-34.639343,-58.514446,4326
48,8,15,146350.0,PORTELA,472,2020-01-26,PORTELA 472,-34.637413,-58.470922,4326
9,77,009A,205106.0,CORRIENTES AV.,1872,2020-01-26,CORRIENTES AV. 1872,-34.604522,-58.393363,4326
25,051B,0,336049.0,11 DE SEPTIEMBRE DE 1888,2231,2020-01-26,11 DE SEPTIEMBRE DE 1888 2231,-34.557388,-58.452303,4326
21,62,15,429954.0,"SCALABRINI ORTIZ, RAUL",3165,2020-01-26,"SCALABRINI ORTIZ, RAUL 3165",-34.580318,-58.410036,4326
65,115,1,134371.0,"VALLESE, FELIPE",2116,2020-01-27,"VALLESE, FELIPE 2116",-34.619966,-58.462917,4326
31,90,31,421718.0,CORDOBA AV.,4660,2020-01-27,CORDOBA AV. 4660,-34.593888,-58.430868,4326
45,125,25,174193.0,"ACEVEDO, EDUARDO",24,2020-01-27,"ACEVEDO, EDUARDO 24",-34.615419,-58.430857,4326
19,11,024C,425435.0,LAVALLEJA,1310,2020-01-27,LAVALLEJA 1310,-34.594720,-58.425256,4326
27,45,028B,372289.0,3 DE FEBRERO,2544,2020-01-27,3 DE FEBRERO 2544,-34.555182,-58.455687,4326
15,12,35,444905.0,"DIAZ, CNEL. AV.",1784,2020-01-27,"DIAZ, CNEL. AV. 1784",-34.590549,-58.411467,4326
12,78,13,216307.0,DE MAYO AV.,961,2020-01-27,DE MAYO AV. 961,-34.608884,-58.380149,4326
11,77,23,440103.0,CALLAO AV.,1156,2020-01-27,CALLAO AV. 1156,-34.595279,-58.393354,4326
21,001B,6,429197.0,"SALGUERO, JERONIMO",2085,2020-01-28,"SALGUERO, JERONIMO 2085",-34.586502,-58.412466,4326
79,008B,19,263596.0,SEGUROLA AV.,1567,2020-01-28,SEGUROLA AV. 1567,-34.621590,-58.497836,4326
83,185,11,269646.0,NAVARRO,3460,2020-01-28,NAVARRO 3460,-34.598909,-58.502417,4326
23,26,31,411514.0,"LACROZE, FEDERICO AV.",2137,2020-01-28,"LACROZE, FEDERICO AV. 2137",-34.567491,-58.442590,4326
8,17,1,111475.0,"VILLAFAÑE, WENCESLAO",1420,2020-01-28,"VILLAFAÑE, WENCESLAO 1420",-34.634906,-58.372248,4326
49,180,28,304726.0,OLLEROS,4159,2020-01-28,OLLEROS 4159,-34.586825,-58.453596,4326
7,48,30,451380.0,ARENALES,1289,2020-01-28,ARENALES 1289,-34.594503,-58.385589,4326
20,56,17,200634.0,RINCON,294,2020-01-28,RINCON 294,-34.612792,-58.396113,4326
4,7,001C,214376.0,CHACABUCO,1305,2020-01-28,CHACABUCO 1305,-34.623525,-58.375598,4326
54,082B,28,4464.0,"ALBERDI, JUAN BAUTISTA AV.",4367,2020-01-28,"ALBERDI, JUAN BAUTISTA AV. 4367",-34.640952,-58.487286,4326
2,45,26,215316.0,BALCARCE,783,2020-01-28,BALCARCE 783,-34.616886,-58.370036,4326
3,47,8,452929.0,DEL LIBERTADOR AV.,134,2020-01-28,DEL LIBERTADOR AV. 134,-34.592457,-58.376127,4326
45,86,017A,178384.0,ACOYTE AV.,735,2020-01-28,ACOYTE AV. 735,-34.609963,-58.439561,4326
16,10,1,113511.0,CASEROS AV.,1952,2020-01-28,CASEROS AV. 1952,-34.634033,-58.389597,4326
45,107,039A,179040.0,CAMPICHUELO,644,2020-01-28,CAMPICHUELO 644,-34.609627,-58.435951,4326
43,32,15,331955.0,MELIAN AV.,3823,2020-01-28,MELIAN AV. 3823,-34.553169,-58.481280,4326
10,11,2,123041.0,"ARAOZ DE LAMADRID, GREGORIO, GRAL.",1546,2020-01-28,"ARAOZ DE LAMADRID, GREGORIO, GRAL. 1546",-34.640537,-58.373311,4326
18,132B,009A,119701.0,"MONTES DE OCA, MANUEL",1795,2020-01-28,"MONTES DE OCA, MANUEL 1795",-34.647952,-58.373012,4326
15,81,25,443470.0,GALLO,1225,2020-01-28,GALLO 1225,-34.595951,-58.411393,4326
20,49,1,200874.0,RINCON,101,2020-01-28,RINCON 101,-34.610750,-58.396266,4326
47,1,2,230052.0,"RODRIGUEZ, MANUEL A., GENERAL",1134,2020-01-28,"RODRIGUEZ, MANUEL A., GENERAL 1134",-34.608047,-58.448107,4326
65,123,30,133822.0,AVELLANEDA AV.,2015,2020-01-28,AVELLANEDA AV. 2015,-34.622516,-58.460054,4326
20,19,001I,202501.0,RIVADAVIA AV.,2594,2020-01-28,RIVADAVIA AV. 2594,-34.610044,-58.403200,4326
5,53,020G,223442.0,LIBERTAD,325,2020-01-28,LIBERTAD 325,Sin dato,Sin dato,Sin dato
12,22,22,217851.0,"SAENZ PEÑA, LUIS, PRES.",163,2020-01-28,"SAENZ PEÑA, LUIS, PRES. 163",-34.610690,-58.387551,4326
18,142A,51,117136.0,"MONTES DE OCA, MANUEL",1089,2020-01-28,"MONTES DE OCA, MANUEL 1089",-34.640651,-58.374346,4326
23,93,11,412852.0,"NEWBERY, JORGE",1796,2020-01-28,"NEWBERY, JORGE 1796",-34.568057,-58.435421,4326
23,086A,2,412943.0,ARCE,808,2020-01-28,ARCE 808,-34.568094,-58.435796,4326
15,105,7,443354.0,ARENALES,2858,2020-01-28,ARENALES 2858,-34.591413,-58.405617,4326
25,12,007E,373363.0,VUELTA DE OBLIGADO,2227,2020-01-28,VUELTA DE OBLIGADO 2227,-34.560209,-58.456701,4326
48,132,29,141308.0,DIRECTORIO AV.,2167,2020-01-28,DIRECTORIO AV. 2167,-34.632338,-58.457307,4326
57,83,22,131096.0,RIVADAVIA AV.,5881,2020-01-28,RIVADAVIA AV. 5881,-34.623061,-58.447765,4326
5,13,9,222827.0,LAVALLE,1672,2020-01-28,LAVALLE 1672,-34.603119,-58.390400,4326
22,43,30,180839.0,RINCON,1083,2020-01-28,RINCON 1083,-34.621474,-58.395739,4326
48,104,022Q,148135.0,PEDERNERA,662,2020-01-28,PEDERNERA 662,-34.636683,-58.460438,4326
39,79,11,326589.0,MOLDES,2348,2020-01-28,MOLDES 2348,-34.561375,-58.461491,4326
23,13,019A,416197.0,GOROSTIAGA,2326,2020-01-28,GOROSTIAGA 2326,-34.570208,-58.442082,4326
23,94,12,413002.0,"NEWBERY, JORGE",1765,2020-01-28,"NEWBERY, JORGE 1765",-34.567851,-58.435356,4326
15,22,12,444399.0,"MANSILLA, LUCIO NORBERTO, GENERAL",3371,2020-01-28,"MANSILLA, LUCIO NORBERTO, GENERAL 3371",-34.592429,-58.412640,4326
8,27,006H,119081.0,RUY DIAZ DE GUZMAN,103,2020-01-28,RUY DIAZ DE GUZMAN 103,-34.631898,-58.371463,4326
12,17,17,217963.0,"CEVALLOS, Virrey",646,2020-01-28,"CEVALLOS, Virrey 646",-34.615978,-58.388955,4326
30,93,3,182612.0,SAN JUAN AV.,2714,2020-01-28,SAN JUAN AV. 2714,-34.623900,-58.402490,4326
11,79,30,441782.0,JUNCAL,1971,2020-01-28,JUNCAL 1971,-34.593452,-58.395151,4326
18,132B,8,114012.0,"IRIARTE, GRAL.",1717,2020-01-28,"IRIARTE, GRAL. 1717",-34.648186,-58.373240,4326
47,174,26,225437.0,ACEVEDO,396,2020-01-28,ACEVEDO 396,Sin dato,Sin dato,Sin dato
62,39,002I,94450.0,"ALBERDI, JUAN BAUTISTA AV.",5674,2020-01-28,"ALBERDI, JUAN BAUTISTA AV. 5674",-34.650292,-58.500951,4326
45,97,33,175132.0,"LOBOS, ELEODORO, Dr.",514,2020-01-28,"LOBOS, ELEODORO, Dr. 514",-34.611858,-58.436800,4326
1,45,19,223304.0,CORRIENTES AV.,369,2020-01-28,CORRIENTES AV. 369,-34.603032,-58.372014,4326
4,23,19,210678.0,PERU,960,2020-01-29,PERU 960,-34.619174,-58.374297,4326
40,129,7,155357.0,"ALBERDI, JUAN BAUTISTA AV.",162,2020-01-29,"ALBERDI, JUAN BAUTISTA AV. 162",-34.622531,-58.430156,4326
71,085A,10,257031.0,"CARRIL, SALVADOR MARIA DEL AV.",2636,2020-01-29,"CARRIL, SALVADOR MARIA DEL AV. 2636",-34.588878,-58.495123,4326
39,17,001C,325584.0,JURAMENTO,3544,2020-01-29,JURAMENTO 3544,-34.568901,-58.468206,4326
3,39,3,450387.0,JUNCAL,734,2020-01-29,JUNCAL 734,-34.592959,-58.377558,4326
41,71,18,330604.0,AZURDUY JUANA,3375,2020-01-29,AZURDUY JUANA 3375,-34.555525,-58.475257,4326
48,111C,21,141953.0,"ORTIZ, CARLOS",829,2020-01-29,"ORTIZ, CARLOS 829",-34.637271,-58.455814,4326
21,47,29,430318.0,LAS HERAS GENERAL AV.,4015,2020-01-29,LAS HERAS GENERAL AV. 4015,-34.581557,-58.415402,4326
29,5,18,339710.0,VILELA,2393,2020-01-29,VILELA 2393,-34.545890,-58.470155,4326
48,63,14,144184.0,LAFUENTE,224,2020-01-29,LAFUENTE 224,-34.633361,-58.466937,4326
65,042A,13,136229.0,YERBAL,2733,2020-01-29,YERBAL 2733,-34.628828,-58.467973,4326
45,153,32,174027.0,RIO DE JANEIRO,730,2020-01-29,RIO DE JANEIRO 730,-34.606839,-58.430678,4326
42,31,28,139772.0,THORNE,445,2020-01-29,THORNE 445,-34.629849,-58.450858,4326
7,19,28,452302.0,ARENALES,1693,2020-01-29,ARENALES 1693,-34.594895,-58.391856,4326
48,114C,18,142395.0,"LAFERRERE, GREGORIO de",2379,2020-01-29,"LAFERRERE, GREGORIO de 2379",-34.635776,-58.458264,4326
48,75,033A,143970.0,CULPINA,778,2020-01-29,CULPINA 778,-34.638328,-58.462434,4326
45,84,18,178094.0,"ARANGUREN, JUAN F., Dr.",493,2020-01-29,"ARANGUREN, JUAN F., Dr. 493",-34.612604,-58.438127,4326
37,93,19,409571.0,DE LOS INCAS AV.,3199,2020-01-29,DE LOS INCAS AV. 3199,-34.571330,-58.459618,4326
22,41,26,180908.0,RINCON,1281,2020-01-29,RINCON 1281,-34.623861,-58.394873,4326
48,114D,16,142427.0,ROBERTSON,582,2020-01-29,ROBERTSON 582,-34.635776,-58.458862,4326
3,36,001A,450348.0,MAIPU,1020,2020-01-29,MAIPU 1020,-34.595900,-58.377015,4326
15,013B,29,446538.0,ANASAGASTI,2080,2020-01-29,ANASAGASTI 2080,-34.588660,-58.411348,4326
4,11,38,211156.0,CHACABUCO,937,2020-01-29,CHACABUCO 937,-34.618998,-58.375881,4326
65,041B,13,136206.0,TERRADA,55,2020-01-29,TERRADA 55,-34.629670,-58.468563,4326
38,132,21,39605.0,ALAGON,75,2020-01-29,ALAGON 75,-34.640704,-58.422181,4326
8,55,20,110496.0,CASEROS AV.,439,2020-01-29,CASEROS AV. 439,-34.626558,-58.371654,4326
22,42,6,180854.0,HUMBERTO 1°,2168,2020-01-29,HUMBERTO 1° 2168,-34.621813,-58.396255,4326
22,2,4,182158.0,CONSTITUCION,2526,2020-01-29,CONSTITUCION 2526,-34.626286,-58.400614,4326
19,017A,6,427464.0,"CABRER, Cnel.",4976,2020-01-29,"CABRER, Cnel. 4976",-34.589918,-58.431441,4326
45,103B,2,174774.0,BOGOTA,210,2020-01-29,BOGOTA 210,-34.613477,-58.434622,4326
48,1,003B,146611.0,PRIMERA JUNTA,3418,2020-01-29,PRIMERA JUNTA 3418,-34.643860,-58.464827,4326
35,75,13,416852.0,SOLER,5894,2020-01-29,SOLER 5894,-34.578598,-58.435553,4326
9,59,19,205499.0,"MITRE, BARTOLOME",2073,2020-01-29,"MITRE, BARTOLOME 2073",-34.608187,-58.395880,4326
45,86,20,175312.0,ACOYTE AV.,725,2020-01-29,ACOYTE AV. 725,-34.610167,-58.439478,4326
47,127,21,227234.0,"DUMONT, SANTOS",4457,2020-01-30,"DUMONT, SANTOS 4457",-34.592926,-58.453843,4326
21,98,22,433395.0,ZENTENO,3160,2020-01-30,ZENTENO 3160,-34.579953,-58.403601,4326
30,90,14,182739.0,CATAMARCA,1536,2020-01-30,CATAMARCA 1536,-34.628050,-58.402497,4326
25,26,021A,376456.0,O'HIGGINS,2202,2020-01-30,O'HIGGINS 2202,-34.558797,-58.453921,4326
48,108,32,142783.0,"ALBERDI, JUAN BAUTISTA AV.",2465,2020-01-30,"ALBERDI, JUAN BAUTISTA AV. 2465",-34.631493,-58.462675,4326
48,69,023B,148334.0,"FERNANDEZ MORENO, BALDOMERO",2805,2020-01-30,"FERNANDEZ MORENO, BALDOMERO 2805",-34.639612,-58.461025,4326
39,88,003C,325193.0,AMENABAR,1893,2020-01-30,AMENABAR 1893,-34.565144,-58.456793,4326
33,91,13,405423.0,"NEWBERY, JORGE",3234,2020-01-30,"NEWBERY, JORGE 3234",-34.579633,-58.447070,4326
19,79,4,426082.0,"SCALABRINI ORTIZ, RAUL AV.",1837,2020-01-30,"SCALABRINI ORTIZ, RAUL AV. 1837",-34.589593,-58.422812,4326
48,85,5,143897.0,PRIMERA JUNTA,2656,2020-01-30,PRIMERA JUNTA 2656,-34.639855,-58.458917,4326
48,111F,5,142618.0,ROBERTSON,832,2020-01-30,ROBERTSON 832,-34.638057,-58.456496,4326
45,87,21,175354.0,DIAZ VELEZ AV.,5173,2020-01-30,DIAZ VELEZ AV. 5173,-34.608713,-58.439738,4326
65,48,032B,136435.0,CONDARCO,832,2020-01-30,CONDARCO 832,-34.621958,-58.470477,4326
38,146,27,39303.0,CASEROS AV.,4051,2020-01-30,CASEROS AV. 4051,-34.639797,-58.421633,4326
79,137,42,258190.0,CUENCA,1380,2020-01-30,CUENCA 1380,-34.617757,-58.481842,4326
69,15,015A,254256.0,ARGERICH,2365,2020-01-30,ARGERICH 2365,-34.608707,-58.485380,4326
22,24,2,181566.0,COCHABAMBA,2314,2020-01-30,COCHABAMBA 2314,-34.624540,-58.397792,4326
19,034A,004A,427506.0,SORIA,4956,2020-01-30,SORIA 4956,-34.589335,-58.430287,4326
33,35,015A,400765.0,DORREGO AV.,1263,2020-01-30,DORREGO AV. 1263,-34.587187,-58.445490,4326
40,41,35,161199.0,GUAYAQUIL,809,2020-01-30,GUAYAQUIL 809,-34.621702,-58.439430,4326
7,46,2,451328.0,SANTA FE AV.,1226,2020-01-30,SANTA FE AV. 1226,-34.595701,-58.384750,4326
30,57,32,183761.0,"GARAY, JUAN DE AV.",3063,2020-01-30,"GARAY, JUAN DE AV. 3063",-34.629353,-58.407727,4326
15,85,013A,443622.0,GUEMES,2981,2020-01-30,GUEMES 2981,-34.591966,-58.408611,4326
48,105,12,142889.0,PEDERNERA,512,2020-01-30,PEDERNERA 512,-34.634916,-58.461684,4326
23,83,32,412715.0,ORTEGA Y GASSET,1881,2020-01-30,ORTEGA Y GASSET 1881,-34.570681,-58.433046,4326
36,109,26,151033.0,CASTRO BARROS,980,2020-01-30,CASTRO BARROS 980,-34.624004,-58.419118,4326
4,3,31,211480.0,PIEDRAS,1179,2020-01-31,PIEDRAS 1179,-34.621780,-58.377270,4326
19,169,25,427006.0,GUEMES,4147,2020-01-31,GUEMES 4147,-34.584943,-58.418935,4326
23,115,4,413516.0,DEL LIBERTADOR AV.,5346,2020-01-31,DEL LIBERTADOR AV. 5346,-34.562420,-58.442141,4326
24,65,8,100631.0,15 DE NOVIEMBRE DE 1889,2554,2020-01-31,15 DE NOVIEMBRE DE 1889 2554,-34.633617,-58.399051,4326
15,104,28,443298.0,CHARCAS,2975,2020-01-31,CHARCAS 2975,-34.593171,-58.408081,4326
17,99,25,170004.0,RIVADAVIA AV.,3729,2020-01-31,RIVADAVIA AV. 3729,-34.610981,-58.418955,4326
40,102,007A,162078.0,ROSARIO,398,2020-01-31,ROSARIO 398,Sin dato,Sin dato,Sin dato
19,138,25,426938.0,PARAGUAY,4263,2020-01-31,PARAGUAY 4263,-34.586450,-58.421822,4326
40,102,001A,162048.0,ROSARIO,302,2020-01-31,ROSARIO 302,Sin dato,Sin dato,Sin dato
15,12,2,444901.0,GUEMES,3334,2020-01-31,GUEMES 3334,-34.590148,-58.411596,4326
37,062A,4,409348.0,SUPERI,1426,2020-01-31,SUPERI 1426,-34.574087,-58.460308,4326
41,142,21,327626.0,CIUDAD DE LA PAZ,2626,2020-01-31,CIUDAD DE LA PAZ 2626,-34.557977,-58.461701,4326
23,2,55,410839.0,SANTA FE AV.,4981,2020-01-31,SANTA FE AV. 4981,-34.576965,-58.429928,4326
23,114,13,413465.0,SOLDADO DE LA INDEPENDENCIA,1381,2020-01-31,SOLDADO DE LA INDEPENDENCIA 1381,-34.563256,-58.441545,4326
28,38,19,193932.0,BELGRANO AV.,3177,2020-01-31,BELGRANO AV. 3177,-34.615241,-58.410854,4326
39,81,004C,325173.0,"SUCRE, ANTONIO JOSE de, Mcal.",2676,2020-01-31,"SUCRE, ANTONIO JOSE de, Mcal. 2676",-34.565449,-58.457562,4326
37,124,7,410606.0,"HERNANDEZ, JOSE",2792,2020-01-31,"HERNANDEZ, JOSE 2792",-34.567784,-58.457042,4326
21,26,11,430550.0,FRAY JUSTO SANTAMARIA DE ORO,2639,2020-01-31,FRAY JUSTO SANTAMARIA DE ORO 2639,-34.577913,-58.423034,4326
25,16,5,335481.0,CUBA,1965,2020-01-31,CUBA 1965,-34.562218,-58.453575,4326
48,114C,6,142383.0,CRANWELL,526,2020-01-31,CRANWELL 526,-34.634999,-58.459238,4326
48,59,1,144337.0,CULPINA,611,2020-01-31,CULPINA 611,-34.637188,-58.463781,4326
17,101,26,170062.0,DIAZ VELEZ AV.,3735,2020-01-31,DIAZ VELEZ AV. 3735,-34.608455,-58.419268,4326
23,37,13,411811.0,CESPEDES,2293,2020-01-31,CESPEDES 2293,-34.567522,-58.447437,4326
43,159,38,333590.0,SAN ISIDRO LABRADOR AV.,4356,2020-01-31,SAN ISIDRO LABRADOR AV. 4356,-34.544570,-58.473257,4326
48,89,23,143544.0,"PERON, EVA AV.",2515,2020-01-31,"PERON, EVA AV. 2515",-34.640621,-58.456067,4326
48,33,8,145338.0,DIRECTORIO AV.,2962,2020-01-31,DIRECTORIO AV. 2962,-34.635873,-58.468378,4326
15,3,29,444626.0,BULNES,1425,2020-01-31,BULNES 1425,-34.595246,-58.416628,4326
19,170,32,427443.0,SANTA FE AV.,3918,2020-02-01,SANTA FE AV. 3918,-34.583421,-58.418649,4326
45,104,007B,174797.0,AVELLANEDA,376,2020-02-01,AVELLANEDA 376,-34.613262,-58.435727,4326
7,30,017B,453338.0,MONTEVIDEO,1151,2020-02-01,MONTEVIDEO 1151,-34.595557,-58.389931,4326
9,66,032A,205231.0,RIOBAMBA,10,2020-02-01,RIOBAMBA 10,-34.609097,-58.393438,4326
15,44,001F,447285.0,SANCHEZ DE BUSTAMANTE,1464,2020-02-01,SANCHEZ DE BUSTAMANTE 1464,-34.593487,-58.411903,4326
19,137,4,426564.0,CHARCAS,3936,2020-02-01,CHARCAS 3936,-34.586555,-58.419367,4326
