Código,Calidad 1,Calidad 2,Calidad 3,Calidad 4
20151604,258,23,3,0
20151605,224,30,2,0
20151606,280,21,1,0
20151607,248,47,2,0
20151608,319,27,2,0
20151609,284,16,3,0
20151610,300,23,4,0
20151611,275,29,1,0
20151701,267,44,1,0
20151702,214,29,7,0
20151703,336,22,4,0
20151704,325,37,5,0
20151705,312,29,8,0
20151706,236,58,1,0
20151707,287,42,1,0
20151708,199,70,0,0
20151709,230,30,2,0
20151710,296,22,1,0
20151711,315,22,2,0
20151712,267,15,2,0
20151801,246,11,0,0
20151802,196,5,0,0
20151803,278,21,2,0
20151804,183,22,1,0
20151805,175,30,3,0
20151806,182,25,2,0
20151807,266,10,0,0
20151808,213,4,0,0
20151809,222,0,0,0
20151810,208,28,1,0
20151811,260,29,0,1
20151812,217,14,1,0
20151813,241,9,0,0
20151901,211,18,0,0
20151902,304,22,1,0
20151903,271,12,1,0
20151904,326,12,0,0
20151905,359,18,0,0
20151906,317,16,1,0
20151907,360,10,0,0
20151908,277,13,1,0
20151909,261,18,4,0
20151910,346,33,1,0
20151911,360,19,1,0
20152001,310,26,4,0
20152002,339,19,3,0
20152003,315,21,0,0
20152004,232,29,1,0
20152005,251,16,0,0
20152006,254,52,1,0
20152007,247,31,1,0
20152008,227,13,2,0
20152009,163,52,3,0
20152010,257,46,4,1
20152011,207,115,4,1
20152012,282,32,6,0
20152101,279,31,6,0
20152102,335,21,5,0
20152103,225,28,11,0
20152104,291,28,4,0
20152105,176,19,1,0
20152106,379,20,3,0
20152107,147,24,0,0
20152108,218,38,0,0
20152109,302,76,1,0
20152110,255,14,5,0
20152111,314,8,2,0
20152112,185,16,14,0
20152113,344,36,2,0
